"category","file","source","notes"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_cv_test_generalization_gap.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\plots\poster_cv_test_generalization_gap.svg","Copied final synthetic DepthPro plots from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_distance_band_mae_heatmap.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\plots\poster_distance_band_mae_heatmap.svg","Copied final synthetic DepthPro plots from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_mean_relative_error_major_models.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\plots\poster_mean_relative_error_major_models.svg","Copied final synthetic DepthPro plots from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_test_mae_worst_to_best.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\plots\poster_test_mae_worst_to_best.svg","Copied final synthetic DepthPro plots from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_within_10m_worst_to_best.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\plots\poster_within_10m_worst_to_best.svg","Copied final synthetic DepthPro plots from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\benchmark_rows_by_true_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\benchmark_rows_by_true_distance.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\blend_search_oof_mae.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\blend_search_oof_mae.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\candidate_cv_mae_summary.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\candidate_cv_mae_summary.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_cv_vs_test_mae.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\poster_cv_vs_test_mae.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_test_mae_by_distance_range.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\poster_test_mae_by_distance_range.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_test_mae_by_true_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\poster_test_mae_by_true_distance.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_test_mae_ranking.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\poster_test_mae_ranking.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt9_final_depthpro","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt9_final_depthpro\poster_test_predicted_vs_true.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\figures\poster_test_predicted_vs_true.png","Copied final synthetic PNG figures from attempt9"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\attempt8_ensemble_feature_pipeline.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\attempt8_ensemble_feature_pipeline.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\attempt8_top_depth_features.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\attempt8_top_depth_features.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\final_ensemble_weather_time_mae_heatmap.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\final_ensemble_weather_time_mae_heatmap.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_all_models_mae_by_true_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_all_models_mae_by_true_distance.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_all_models_mae_by_true_distance_zoomed.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_all_models_mae_by_true_distance_zoomed.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_all_models_relative_error_by_true_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_all_models_relative_error_by_true_distance.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_best_model_mae_by_true_distance_bars.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_best_model_mae_by_true_distance_bars.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_cv_test_generalization_gap.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_cv_test_generalization_gap.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_distance_band_mae_heatmap.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_distance_band_mae_heatmap.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_mean_relative_error_major_models.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_mean_relative_error_major_models.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_test_mae_worst_to_best.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_test_mae_worst_to_best.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_synthetic","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_synthetic\poster_within_10m_worst_to_best.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\plots\poster_within_10m_worst_to_best.svg","Copied synthetic result plots from attempt8"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\absolute_error_cdf_before_after.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\absolute_error_cdf_before_after.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\attempt8_quadratic_calibration_story.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\attempt8_quadratic_calibration_story.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\calibration_mapping_curve.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\calibration_mapping_curve.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\calibration_split_performance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\calibration_split_performance.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\comparison_by_drone_type_vs_attempt5.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\comparison_by_drone_type_vs_attempt5.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\comparison_calibration_models_20pct_vs_attempt5.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\comparison_calibration_models_20pct_vs_attempt5.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\comparison_overall_mae_vs_attempt5.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\comparison_overall_mae_vs_attempt5.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\comparison_selected_calibration_fraction_track_vs_attempt5.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\comparison_selected_calibration_fraction_track_vs_attempt5.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\error_distribution_before_after.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\error_distribution_before_after.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\final_calibrated_mae_by_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\final_calibrated_mae_by_distance.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\final_calibrated_predicted_vs_true.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\final_calibrated_predicted_vs_true.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mae_before_after_by_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\mae_before_after_by_distance.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mae_before_after_by_drone_type.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\mae_before_after_by_drone_type.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mae_vs_rmse_calibration_summary.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\mae_vs_rmse_calibration_summary.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mean_prediction_tracks_by_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\mean_prediction_tracks_by_distance.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\metadata_missing_one_hot_audit.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\metadata_missing_one_hot_audit.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\poster_before_after_per_drone_calibration_mae.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\poster_before_after_per_drone_calibration_mae.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\poster_before_after_per_drone_calibration_mae.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\poster_before_after_per_drone_calibration_mae.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\raw_kongsberg_mae_vs_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\raw_kongsberg_mae_vs_distance.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\raw_kongsberg_mean_predictions_by_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\raw_kongsberg_mean_predictions_by_distance.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\raw_vestfold_mae_vs_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\raw_vestfold_mae_vs_distance.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\raw_vestfold_mean_predictions_by_distance.svg","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\raw_vestfold_mean_predictions_by_distance.svg","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\raw_vs_calibrated_predicted_vs_true.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\raw_vs_calibrated_predicted_vs_true.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\relative_error_before_after_by_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\relative_error_before_after_by_distance.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\residuals_after_calibration.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\residuals_after_calibration.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\tolerance_rates_before_after.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\plots\tolerance_rates_before_after.png","Copied real calibration plots from attempt8 study02"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mae_by_distance.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study01\artifacts\plots\mae_by_distance.png","Copied real uncalibrated plots from attempt8 study01"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\mae_by_drone_type.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study01\artifacts\plots\mae_by_drone_type.png","Copied real uncalibrated plots from attempt8 study01"
"existing_attempt8_real_calibration","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\existing_attempt8_real_calibration\predicted_vs_true_by_drone_type.png","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study01\artifacts\plots\predicted_vs_true_by_drone_type.png","Copied real uncalibrated plots from attempt8 study01"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt9_model_metrics.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\model_metrics.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt9_distance_range_metrics.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\distance_range_metrics.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt9_predictions.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\predictions.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt9_poster_model_table.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt9\study_all\artifacts_merged_complete\reports\poster_model_table.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt8_final_ensemble_weather_time_mae.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study_all\artifacts\reports\final_ensemble_weather_time_mae.csv","CSV/JSON/MD source used for generated charts"
"source_data","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\forLior\source_data\attempt8_real_before_after_by_distance.csv","C:\Users\noams\OneDrive\Desktop\school\final project\Z_Drone_Final_Project_GA\attempts\attempt8-comprehensive run\studies\study02\artifacts\reports\before_after_by_distance.csv","CSV/JSON/MD source used for generated charts"
