image_path,label_path,true_distance_m,relative_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm,weather,time_of_day
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00420_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00420_depth_20_clear_sky_10AM.txt,20.0,3.71101856,94,89,0.03425656,0.05597484,0.00191751,1.05617978,0.34329446,0.80408805,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00421_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00421_depth_20_clear_sky_10AM.txt,20.0,3.46708965,94,89,0.03425656,0.05597484,0.00191751,1.05617978,0.37973761,0.43805031,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00422_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00422_depth_20_clear_sky_10AM.txt,20.0,1.1262753,109,51,0.03972303,0.03207547,0.00127413,2.1372549,0.62226676,0.80031447,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00423_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00423_depth_20_clear_sky_10AM.txt,20.0,3.45189667,98,67,0.03571429,0.04213836,0.00150494,1.46268657,0.44314869,0.27578616,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00424_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00424_depth_20_clear_sky_10AM.txt,20.0,2.35517502,90,104,0.03279883,0.06540881,0.00214533,0.86538462,0.51931487,0.20251572,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00425_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00425_depth_20_clear_sky_10AM.txt,20.0,0.51052868,93,54,0.03389213,0.03396226,0.00115105,1.72222222,0.56723761,0.23396226,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00426_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00426_depth_20_clear_sky_10AM.txt,20.0,4.01668453,110,94,0.04008746,0.0591195,0.00236995,1.17021277,0.34074344,0.70314465,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00427_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00427_depth_20_clear_sky_10AM.txt,20.0,1.17137289,97,103,0.03534985,0.06477987,0.00228996,0.94174757,0.49180029,0.23616352,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00428_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00428_depth_20_clear_sky_10AM.txt,20.0,3.4934268,105,81,0.03826531,0.0509434,0.00194936,1.2962963,0.41636297,0.37138365,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00429_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00429_depth_20_clear_sky_10AM.txt,20.0,1.43092608,103,96,0.03753644,0.06037736,0.00226635,1.07291667,0.44843294,0.28993711,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00430_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00430_depth_20_clear_sky_10AM.txt,20.0,3.78862882,106,84,0.03862974,0.05283019,0.00204082,1.26190476,0.38848397,0.49308176,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00431_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00431_depth_20_clear_sky_10AM.txt,20.0,0.33258307,112,25,0.04081633,0.01572327,0.00064177,4.48,0.64613703,0.57515723,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00432_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00432_depth_20_clear_sky_10AM.txt,20.0,2.28655934,78,55,0.02842566,0.03459119,0.00098328,1.41818182,0.50911079,0.5990566,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00433_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00433_depth_20_clear_sky_10AM.txt,20.0,2.28562021,108,60,0.0393586,0.03773585,0.00148523,1.8,0.35641399,0.51320755,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00434_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00434_depth_20_clear_sky_10AM.txt,20.0,2.87103224,91,62,0.03316327,0.03899371,0.00129316,1.46774194,0.50674198,0.83710692,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00435_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00435_depth_20_clear_sky_10AM.txt,20.0,2.24252415,123,79,0.04482507,0.04968553,0.00222716,1.55696203,0.2673105,0.57704403,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00436_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00436_depth_20_clear_sky_10AM.txt,20.0,3.81921291,102,86,0.03717201,0.05408805,0.00201056,1.18604651,0.6701895,0.46037736,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00437_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00437_depth_20_clear_sky_10AM.txt,20.0,3.09884834,93,81,0.03389213,0.0509434,0.00172658,1.14814815,0.45499271,0.67012579,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00438_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00438_depth_20_clear_sky_10AM.txt,20.0,3.09315491,100,72,0.03644315,0.04528302,0.00165026,1.38888889,0.32616618,0.7081761,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00439_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00439_depth_20_clear_sky_10AM.txt,20.0,0.6330952,91,36,0.03316327,0.02264151,0.00075087,2.52777778,0.49216472,0.36666667,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00440_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00440_depth_20_clear_sky_10AM.txt,20.0,1.60311663,102,96,0.03717201,0.06037736,0.00224435,1.0625,0.45663265,0.41006289,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00441_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00441_depth_20_clear_sky_10AM.txt,20.0,2.57996845,90,58,0.03279883,0.03647799,0.00119644,1.55172414,0.72084548,0.36603774,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00442_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00442_depth_20_clear_sky_10AM.txt,20.0,2.90119982,75,77,0.02733236,0.04842767,0.00132364,0.97402597,0.45936589,0.78710692,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00443_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00443_depth_20_clear_sky_10AM.txt,20.0,1.91609406,82,55,0.02988338,0.03459119,0.0010337,1.49090909,0.56887755,0.61540881,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00444_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00444_depth_20_clear_sky_10AM.txt,20.0,4.40250444,96,84,0.03498542,0.05283019,0.00184829,1.14285714,0.50728863,0.61823899,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00445_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00445_depth_20_clear_sky_10AM.txt,20.0,2.5270412,124,65,0.0451895,0.0408805,0.00184737,1.90769231,0.72412536,0.30408805,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00446_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00446_depth_20_clear_sky_10AM.txt,20.0,2.5436461,109,57,0.03972303,0.03584906,0.00142403,1.9122807,0.58436589,0.81037736,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00447_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00447_depth_20_clear_sky_10AM.txt,20.0,2.78095436,107,59,0.03899417,0.03710692,0.00144695,1.81355932,0.43859329,0.26383648,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00448_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00448_depth_20_clear_sky_10AM.txt,20.0,2.02970171,81,49,0.02951895,0.03081761,0.0009097,1.65306122,0.53188776,0.64748428,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00449_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00449_depth_20_clear_sky_10AM.txt,20.0,2.67893028,89,59,0.0324344,0.03710692,0.00120354,1.50847458,0.6273688,0.48333333,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00450_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00450_depth_20_clear_sky_10AM.txt,20.0,4.31231213,93,80,0.03389213,0.05031447,0.00170526,1.1625,0.63903061,0.29685535,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00451_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00451_depth_20_clear_sky_10AM.txt,20.0,1.99619472,102,67,0.03717201,0.04213836,0.00156637,1.52238806,0.54810496,0.24622642,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00452_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00452_depth_20_clear_sky_10AM.txt,20.0,1.91737807,96,69,0.03498542,0.04339623,0.00151824,1.39130435,0.31231778,0.47327044,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00453_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00453_depth_20_clear_sky_10AM.txt,20.0,2.02513552,85,76,0.03097668,0.04779874,0.00148065,1.11842105,0.46847668,0.46163522,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00454_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00454_depth_20_clear_sky_10AM.txt,20.0,4.69283581,91,101,0.03316327,0.06352201,0.0021066,0.9009901,0.384293,0.68018868,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00455_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00455_depth_20_clear_sky_10AM.txt,20.0,2.5869174,86,81,0.03134111,0.0509434,0.00159662,1.0617284,0.58637026,0.73553459,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00456_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00456_depth_20_clear_sky_10AM.txt,20.0,3.0262301,95,73,0.03462099,0.04591195,0.00158952,1.30136986,0.46956997,0.61666667,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00457_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00457_depth_20_clear_sky_10AM.txt,20.0,4.19634342,94,103,0.03425656,0.06477987,0.00221914,0.91262136,0.5127551,0.82169811,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00458_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00458_depth_20_clear_sky_10AM.txt,20.0,2.03259325,101,70,0.03680758,0.04402516,0.00162046,1.44285714,0.45353499,0.38490566,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00459_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00459_depth_20_clear_sky_10AM.txt,20.0,2.73940778,94,105,0.03425656,0.06603774,0.00226223,0.8952381,0.44387755,0.26383648,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00460_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00460_depth_20_clear_sky_10AM.txt,20.0,2.82569122,122,27,0.04446064,0.01698113,0.00075499,4.51851852,0.65706997,0.8172956,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00461_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00461_depth_20_clear_sky_10AM.txt,20.0,0.94216233,82,51,0.02988338,0.03207547,0.00095852,1.60784314,0.36844023,0.23930818,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00462_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00462_depth_20_clear_sky_10AM.txt,20.0,5.07183695,105,105,0.03826531,0.06603774,0.00252695,1.0,0.56869534,0.67578616,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00463_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00463_depth_20_clear_sky_10AM.txt,20.0,1.11823606,88,37,0.03206997,0.02327044,0.00074628,2.37837838,0.56741983,0.49213836,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00464_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00464_depth_20_clear_sky_10AM.txt,20.0,3.9556222,106,94,0.03862974,0.0591195,0.00228377,1.12765957,0.58053936,0.54150943,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00465_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00465_depth_20_clear_sky_10AM.txt,20.0,2.27961445,106,83,0.03862974,0.05220126,0.00201652,1.27710843,0.37135569,0.62295597,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00466_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00466_depth_20_clear_sky_10AM.txt,20.0,3.50886774,107,74,0.03899417,0.04654088,0.00181482,1.44594595,0.62008017,0.40691824,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00467_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00467_depth_20_clear_sky_10AM.txt,20.0,5.10929441,106,80,0.03862974,0.05031447,0.00194363,1.325,0.59365889,0.57232704,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00468_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00468_depth_20_clear_sky_10AM.txt,20.0,4.81826162,101,114,0.03680758,0.07169811,0.00263903,0.88596491,0.54318513,0.82641509,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00469_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00469_depth_20_clear_sky_10AM.txt,20.0,5.28696775,91,96,0.03316327,0.06037736,0.00200231,0.94791667,0.48196064,0.60943396,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00470_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00470_depth_20_clear_sky_10AM.txt,20.0,4.03940248,81,73,0.02951895,0.04591195,0.00135527,1.10958904,0.47248542,0.73238994,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00471_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00471_depth_20_clear_sky_10AM.txt,20.0,4.01449823,92,65,0.0335277,0.0408805,0.00137063,1.41538462,0.65342566,0.4990566,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00472_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00472_depth_20_clear_sky_10AM.txt,20.0,2.64338541,106,44,0.03862974,0.02767296,0.001069,2.40909091,0.62172012,0.50188679,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00473_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00473_depth_20_clear_sky_10AM.txt,20.0,3.33756995,107,53,0.03899417,0.03333333,0.00129981,2.01886792,0.56468659,0.2745283,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00474_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00474_depth_20_clear_sky_10AM.txt,20.0,1.36796272,111,49,0.0404519,0.03081761,0.00124663,2.26530612,0.62299563,0.65440252,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00475_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00475_depth_20_clear_sky_10AM.txt,20.0,1.41995096,102,88,0.03717201,0.05534591,0.00205732,1.15909091,0.5196793,0.29937107,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00476_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00476_depth_20_clear_sky_10AM.txt,20.0,0.92743921,108,34,0.0393586,0.02138365,0.00084163,3.17647059,0.31122449,0.39056604,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00477_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00477_depth_20_clear_sky_10AM.txt,20.0,1.92882633,104,99,0.03790087,0.06226415,0.00235987,1.05050505,0.54956268,0.32610063,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00478_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00478_depth_20_clear_sky_10AM.txt,20.0,3.05649161,125,67,0.04555394,0.04213836,0.00191957,1.86567164,0.73196064,0.68396226,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00479_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00479_depth_20_clear_sky_10AM.txt,20.0,0.79854369,100,34,0.03644315,0.02138365,0.00077929,2.94117647,0.56195335,0.62138365,clear_sky,10AM
