image_path,label_path,true_distance_m,relative_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm,weather,time_of_day
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00019_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00019_depth_20_clear_sky_10AM.txt,20.0,1.53180361,58,31,0.01888021,0.01793981,0.00033871,1.87096774,0.50455729,0.53674769,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00020_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00020_depth_20_clear_sky_10AM.txt,20.0,0.60792863,66,33,0.02148438,0.01909722,0.00041029,2.0,0.50748698,0.53732639,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00021_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00021_depth_20_clear_sky_10AM.txt,20.0,1.42533422,70,28,0.02278646,0.0162037,0.00036923,2.5,0.5016276,0.53645833,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00022_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00022_depth_20_clear_sky_10AM.txt,20.0,0.78369582,64,31,0.02083333,0.01793981,0.00037375,2.06451613,0.50651042,0.53790509,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00023_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00023_depth_20_clear_sky_10AM.txt,20.0,0.81161427,60,28,0.01953125,0.0162037,0.00031648,2.14285714,0.50227865,0.53645833,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00024_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00024_depth_20_clear_sky_10AM.txt,20.0,1.48357594,62,27,0.02018229,0.015625,0.00031535,2.2962963,0.50585938,0.5390625,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00025_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00025_depth_20_clear_sky_10AM.txt,20.0,2.62080598,54,23,0.01757812,0.01331019,0.00023397,2.34782609,0.50097656,0.52864583,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00026_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00026_depth_20_clear_sky_10AM.txt,20.0,1.64578497,58,29,0.01888021,0.01678241,0.00031686,2.0,0.49609375,0.5390625,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00027_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00027_depth_20_clear_sky_10AM.txt,20.0,0.39784807,56,21,0.01822917,0.01215278,0.00022154,2.66666667,0.5061849,0.5384838,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00028_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00028_depth_20_clear_sky_10AM.txt,20.0,2.28467536,65,28,0.02115885,0.0162037,0.00034285,2.32142857,0.50504557,0.54108796,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00029_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00029_depth_20_clear_sky_10AM.txt,20.0,1.36999822,73,44,0.01901042,0.02037037,0.00038725,1.65909091,0.50690104,0.53842593,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00030_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00030_depth_20_clear_sky_10AM.txt,20.0,1.51029909,91,38,0.02369792,0.01759259,0.00041691,2.39473684,0.50195312,0.54398148,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00031_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00031_depth_20_clear_sky_10AM.txt,20.0,1.63460732,82,39,0.02135417,0.01805556,0.00038556,2.1025641,0.50052083,0.54282407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00032_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00032_depth_20_clear_sky_10AM.txt,20.0,3.22375584,76,33,0.01979167,0.01527778,0.00030237,2.3030303,0.50651042,0.53773148,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00033_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00033_depth_20_clear_sky_10AM.txt,20.0,1.47649312,87,31,0.02265625,0.01435185,0.00032516,2.80645161,0.50221354,0.53402778,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00034_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00034_depth_20_clear_sky_10AM.txt,20.0,1.31607497,81,35,0.02109375,0.0162037,0.0003418,2.31428571,0.50091146,0.54189815,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00035_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00035_depth_20_clear_sky_10AM.txt,20.0,1.00448215,75,28,0.01953125,0.01296296,0.00025318,2.67857143,0.50455729,0.54166667,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00036_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00036_depth_20_clear_sky_10AM.txt,20.0,1.13998222,78,33,0.0203125,0.01527778,0.00031033,2.36363636,0.50598958,0.53865741,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00037_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00037_depth_20_clear_sky_10AM.txt,20.0,2.42241621,68,33,0.01770833,0.01527778,0.00027054,2.06060606,0.50052083,0.54282407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00038_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00038_depth_20_clear_sky_10AM.txt,20.0,0.5967766,76,33,0.01979167,0.01527778,0.00030237,2.3030303,0.50703125,0.53726852,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00039_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00039_depth_20_clear_sky_10AM.txt,20.0,2.96372008,76,30,0.01979167,0.01388889,0.00027488,2.53333333,0.49921875,0.53657407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00040_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00040_depth_20_clear_sky_10AM.txt,20.0,1.07372808,79,35,0.02057292,0.0162037,0.00033336,2.25714286,0.50559896,0.53541667,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00041_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00041_depth_20_clear_sky_10AM.txt,20.0,1.57760119,84,38,0.021875,0.01759259,0.00038484,2.21052632,0.50703125,0.53796296,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00042_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00042_depth_20_clear_sky_10AM.txt,20.0,0.7933414,70,33,0.01822917,0.01527778,0.0002785,2.12121212,0.503125,0.53680556,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00043_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00043_depth_20_clear_sky_10AM.txt,20.0,1.76949668,79,37,0.02057292,0.01712963,0.00035241,2.13513514,0.50039062,0.54236111,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00044_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00044_depth_20_clear_sky_10AM.txt,20.0,1.2039783,80,33,0.02083333,0.01527778,0.00031829,2.42424242,0.50104167,0.5400463,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00045_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00045_depth_20_clear_sky_10AM.txt,20.0,0.70620286,79,38,0.02057292,0.01759259,0.00036193,2.07894737,0.50221354,0.53611111,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00046_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00046_depth_20_clear_sky_10AM.txt,20.0,1.37075889,76,34,0.01979167,0.01574074,0.00031154,2.23529412,0.49557292,0.53888889,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00047_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00047_depth_20_clear_sky_10AM.txt,20.0,1.54952312,72,29,0.01875,0.01342593,0.00025174,2.48275862,0.50234375,0.53726852,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00048_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00048_depth_20_clear_sky_10AM.txt,20.0,1.71465349,68,31,0.01770833,0.01435185,0.00025415,2.19354839,0.50208333,0.5349537,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00049_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00049_depth_20_clear_sky_10AM.txt,20.0,1.34164429,74,32,0.01927083,0.01481481,0.00028549,2.3125,0.4953125,0.5375,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00050_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00050_depth_20_clear_sky_10AM.txt,20.0,2.17896223,78,36,0.0203125,0.01666667,0.00033854,2.16666667,0.49895833,0.53981481,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00051_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00051_depth_20_clear_sky_10AM.txt,20.0,2.36481643,75,34,0.01953125,0.01574074,0.00030744,2.20588235,0.50221354,0.53657407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00052_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00052_depth_20_clear_sky_10AM.txt,20.0,1.5699513,78,35,0.0203125,0.0162037,0.00032914,2.22857143,0.50625,0.53819444,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00053_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00053_depth_20_clear_sky_10AM.txt,20.0,0.76855624,69,29,0.01796875,0.01342593,0.00024125,2.37931034,0.50065104,0.53773148,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00054_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00054_depth_20_clear_sky_10AM.txt,20.0,1.58514917,81,35,0.02109375,0.0162037,0.0003418,2.31428571,0.50091146,0.54282407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00055_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00055_depth_20_clear_sky_10AM.txt,20.0,3.96842289,70,35,0.01822917,0.0162037,0.00029538,2.0,0.50234375,0.53587963,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00056_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00056_depth_20_clear_sky_10AM.txt,20.0,0.46066272,73,36,0.01901042,0.01666667,0.00031684,2.02777778,0.50611979,0.53703704,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00057_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00057_depth_20_clear_sky_10AM.txt,20.0,0.93739283,76,29,0.01979167,0.01342593,0.00026572,2.62068966,0.49869792,0.53865741,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00058_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00058_depth_20_clear_sky_10AM.txt,20.0,1.35084248,84,33,0.021875,0.01527778,0.0003342,2.54545455,0.5015625,0.53912037,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00059_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00059_depth_20_clear_sky_10AM.txt,20.0,2.71307659,66,26,0.0171875,0.01203704,0.00020689,2.53846154,0.50026042,0.53703704,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00060_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00060_depth_20_clear_sky_10AM.txt,20.0,1.321491,70,30,0.01822917,0.01388889,0.00025318,2.33333333,0.50625,0.53657407,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00061_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00061_depth_20_clear_sky_10AM.txt,20.0,1.83974957,75,35,0.01953125,0.0162037,0.00031648,2.14285714,0.49648437,0.53865741,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00062_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00062_depth_20_clear_sky_10AM.txt,20.0,2.52077341,77,34,0.02005208,0.01574074,0.00031563,2.26470588,0.50247396,0.54166667,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00063_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00063_depth_20_clear_sky_10AM.txt,20.0,0.93503726,69,33,0.01796875,0.01527778,0.00027452,2.09090909,0.50247396,0.53680556,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00064_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00064_depth_20_clear_sky_10AM.txt,20.0,1.07221007,83,35,0.02161458,0.0162037,0.00035024,2.37142857,0.49934896,0.54097222,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00065_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00065_depth_20_clear_sky_10AM.txt,20.0,0.81162059,73,30,0.01901042,0.01388889,0.00026403,2.43333333,0.49960938,0.5375,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00066_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00066_depth_20_clear_sky_10AM.txt,20.0,2.61120629,71,31,0.01848958,0.01435185,0.00026536,2.29032258,0.50455729,0.53773148,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00067_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00067_depth_20_clear_sky_10AM.txt,20.0,0.80471027,74,29,0.01927083,0.01342593,0.00025873,2.55172414,0.49557292,0.5400463,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00068_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00068_depth_20_clear_sky_10AM.txt,20.0,1.52024937,66,25,0.0171875,0.01157407,0.00019893,2.64,0.50755208,0.53726852,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00069_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00069_depth_20_clear_sky_10AM.txt,20.0,2.06010628,73,27,0.01901042,0.0125,0.00023763,2.7037037,0.50611979,0.5400463,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00070_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00070_depth_20_clear_sky_10AM.txt,20.0,0.69768548,77,32,0.02005208,0.01481481,0.00029707,2.40625,0.49518229,0.5375,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00071_depth_20_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_20\clear_sky\10AM\HighresScreenshot00071_depth_20_clear_sky_10AM.txt,20.0,0.91959399,72,31,0.01875,0.01435185,0.0002691,2.32258065,0.50286458,0.53680556,clear_sky,10AM
