image_path,label_path,true_distance_m,relative_depth,bbox_width_px,bbox_height_px,bbox_width_norm,bbox_height_norm,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm,weather,time_of_day
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00438_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00438_depth_100_clear_sky_10AM.txt,100.0,2.85515428,18,14,0.00653595,0.00786517,5.141e-05,1.28571429,0.51161946,0.59269663,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00439_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00439_depth_100_clear_sky_10AM.txt,100.0,4.19623613,13,10,0.00472041,0.00561798,2.652e-05,1.3,0.45515614,0.26123596,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00440_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00440_depth_100_clear_sky_10AM.txt,100.0,4.89969349,19,10,0.00689906,0.00561798,3.876e-05,1.9,0.51797386,0.69606742,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00441_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00441_depth_100_clear_sky_10AM.txt,100.0,10.25721359,21,6,0.00762527,0.00337079,2.57e-05,3.5,0.63525781,0.3488764,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00442_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00442_depth_100_clear_sky_10AM.txt,100.0,7.46667624,15,6,0.00544662,0.00337079,1.836e-05,2.5,0.49183007,0.54382022,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00443_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00443_depth_100_clear_sky_10AM.txt,100.0,3.36474037,19,18,0.00689906,0.01011236,6.977e-05,1.05555556,0.53177197,0.6994382,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00444_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00444_depth_100_clear_sky_10AM.txt,100.0,3.37832594,16,18,0.00580973,0.01011236,5.875e-05,0.88888889,0.51525054,0.39382022,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00445_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00445_depth_100_clear_sky_10AM.txt,100.0,2.85071015,16,16,0.00580973,0.00898876,5.222e-05,1.0,0.47893972,0.55561798,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00446_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00446_depth_100_clear_sky_10AM.txt,100.0,4.54176807,21,10,0.00762527,0.00561798,4.284e-05,2.1,0.2765069,0.28707865,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00447_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00447_depth_100_clear_sky_10AM.txt,100.0,21.35144997,17,5,0.00617284,0.00280899,1.734e-05,3.4,0.42647059,0.46095506,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00448_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00448_depth_100_clear_sky_10AM.txt,100.0,4.03439951,23,15,0.00835149,0.00842697,7.038e-05,1.53333333,0.28485839,0.6502809,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00449_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00449_depth_100_clear_sky_10AM.txt,100.0,5.9311657,23,13,0.00835149,0.00730337,6.099e-05,1.76923077,0.7013435,0.73960674,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00450_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00450_depth_100_clear_sky_10AM.txt,100.0,2.86400747,16,12,0.00580973,0.00674157,3.917e-05,1.33333333,0.41103849,0.55786517,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00451_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00451_depth_100_clear_sky_10AM.txt,100.0,6.45521832,14,9,0.00508351,0.00505618,2.57e-05,1.55555556,0.51706609,0.57893258,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00452_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00452_depth_100_clear_sky_10AM.txt,100.0,3.34713531,15,18,0.00544662,0.01011236,5.508e-05,0.83333333,0.45915033,0.24606742,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00453_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00453_depth_100_clear_sky_10AM.txt,100.0,4.63011885,16,12,0.00580973,0.00674157,3.917e-05,1.33333333,0.66630356,0.39157303,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00454_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00454_depth_100_clear_sky_10AM.txt,100.0,2.28341818,19,15,0.00689906,0.00842697,5.814e-05,1.26666667,0.57534495,0.43511236,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00683_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00683_depth_40_clear_sky_10AM.txt,40.0,4.71375132,72,27,0.02618182,0.01601423,0.00041928,2.66666667,0.76909091,0.31820878,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00684_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00684_depth_40_clear_sky_10AM.txt,40.0,3.33257198,73,36,0.02654545,0.02135231,0.00056681,2.02777778,0.25654545,0.52431791,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00685_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00685_depth_40_clear_sky_10AM.txt,40.0,5.87326765,61,51,0.02218182,0.03024911,0.00067098,1.19607843,0.65836364,0.40302491,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00686_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00686_depth_40_clear_sky_10AM.txt,40.0,7.33241081,65,24,0.02363636,0.01423488,0.00033646,2.70833333,0.65109091,0.39976275,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00687_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00687_depth_40_clear_sky_10AM.txt,40.0,1.24377298,62,46,0.02254545,0.02728351,0.00061512,1.34782609,0.4,0.31198102,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00688_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00688_depth_40_clear_sky_10AM.txt,40.0,2.18518424,53,51,0.01927273,0.03024911,0.00058298,1.03921569,0.43654545,0.67052195,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00689_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00689_depth_40_clear_sky_10AM.txt,40.0,4.53513336,59,61,0.02145455,0.03618031,0.00077623,0.96721311,0.50272727,0.2381376,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00690_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00690_depth_40_clear_sky_10AM.txt,40.0,4.58229637,57,55,0.02072727,0.03262159,0.00067616,1.03636364,0.47072727,0.37633452,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00691_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00691_depth_40_clear_sky_10AM.txt,40.0,2.82097697,63,53,0.02290909,0.03143535,0.00072016,1.18867925,0.67181818,0.58807829,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00692_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00692_depth_40_clear_sky_10AM.txt,40.0,3.11237383,52,34,0.01890909,0.02016607,0.00038132,1.52941176,0.64836364,0.43238434,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00693_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00693_depth_40_clear_sky_10AM.txt,40.0,5.23976326,59,44,0.02145455,0.02609727,0.00055991,1.34090909,0.56236364,0.62336892,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00694_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00694_depth_40_clear_sky_10AM.txt,40.0,2.23830366,70,26,0.02545455,0.01542112,0.00039254,2.69230769,0.72690909,0.72597865,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00695_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00695_depth_40_clear_sky_10AM.txt,40.0,19.0714798,65,14,0.02363636,0.00830368,0.00019627,4.64285714,0.33363636,0.37069988,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00696_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00696_depth_40_clear_sky_10AM.txt,40.0,3.1832304,56,55,0.02036364,0.03262159,0.00066429,1.01818182,0.55090909,0.53351127,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00697_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00697_depth_40_clear_sky_10AM.txt,40.0,3.24583125,55,51,0.02,0.03024911,0.00060498,1.07843137,0.474,0.36743772,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00698_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00698_depth_40_clear_sky_10AM.txt,40.0,3.39756393,72,29,0.02618182,0.01720047,0.00045034,2.48275862,0.75672727,0.42556346,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00699_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00699_depth_40_clear_sky_10AM.txt,40.0,5.38706112,58,26,0.02109091,0.01542112,0.00032525,2.23076923,0.28945455,0.66903915,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00700_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00700_depth_40_clear_sky_10AM.txt,40.0,249.65644836,53,14,0.01927273,0.00830368,0.00016003,3.78571429,0.55836364,0.28054567,clear_sky,10AM
C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00701_depth_40_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_40\clear_sky\10AM\HighresScreenshot00701_depth_40_clear_sky_10AM.txt,40.0,2.67292857,62,34,0.02254545,0.02016607,0.00045465,1.82352941,0.67745455,0.80901542,clear_sky,10AM
