source_group_id,image_path,label_path,true_distance_m,weather,time_of_day,exact_row_present,aggregated_row_present,distance_range,aggregated_distance_match
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00014_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00014_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00014_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00015_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00015_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00015_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00016_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00016_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00016_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00017_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00017_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00017_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00018_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00018_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00018_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00019_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00019_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00019_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00020_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00020_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00020_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00021_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00021_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00021_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00022_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00022_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00022_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00023_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00023_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00023_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00024_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00024_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00024_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00025_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00025_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00025_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00026_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00026_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00026_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00027_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00027_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00027_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00028_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00028_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00028_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00029_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00029_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00029_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00030_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00030_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00030_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00031_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00031_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00031_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00032_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00032_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00032_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00033_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00033_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00033_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00034_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00034_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00034_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00035_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00035_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00035_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00036_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00036_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00036_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00037_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00037_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00037_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00038_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00038_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00038_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00039_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00039_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00039_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00040_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00040_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00040_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00041_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00041_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00041_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00042_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00042_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00042_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00043_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00043_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00043_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00044_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00044_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00044_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00045_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00045_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00045_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00046_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00046_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00046_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00047_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00047_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00047_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00048_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00048_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00048_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00049_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00049_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00049_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00050_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00050_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00050_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00051_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00051_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00051_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00052_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00052_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00052_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00053_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00053_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00053_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00054_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00054_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00054_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00055_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00055_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00055_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00056_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00056_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00056_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00057_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00057_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00057_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00058_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00058_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00058_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00059_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00059_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00059_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00060_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00060_depth_100_clear_sky_10AM.png,C:\Users\depthlev\Desktop\droneImages\dataset\depth_100\clear_sky\10AM\HighresScreenshot00060_depth_100_clear_sky_10AM.txt,100.0,clear_sky,10AM,1,1,mid,1
